Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Bin,Cluster,Cluster_Label
Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,9.090000000000002,3.0,0.0,1.9089000000000003,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,5.96,2.0,0.0,1.6687999999999998,Low,0,Transaksi Menengah
First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Labels,29.6,2.0,0.0,14.800000000000002,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,7.992,1.0,0.2,0.5994000000000004,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,11.07,3.0,0.0,5.0922,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,32.792,1.0,0.2,11.887099999999998,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,15.92,5.0,0.2,5.373000000000001,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,2.74,1.0,0.0,0.7398000000000007,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,8.34,3.0,0.0,2.168400000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,46.74,3.0,0.0,11.685,High,0,Transaksi Menengah
First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,38.04,2.0,0.0,12.1728,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,7.152,3.0,0.2,0.7151999999999997,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.63,3.0,0.0,1.7901,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2.0,0.0,1.705200000000001,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,51.45,3.0,0.0,13.891499999999999,High,2,Transaksi Tinggi
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,11.960000000000003,2.0,0.0,5.382,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,18.392,1.0,0.2,5.2877,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,22.2,5.0,0.0,10.434,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,45.696,3.0,0.2,5.1408,High,2,Transaksi Tinggi
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,36.336,3.0,0.2,-7.267199999999999,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,47.94,3.0,0.0,2.397,High,0,Transaksi Menengah
Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Binders,22.75,5.0,0.0,11.375,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,16.768,2.0,0.2,1.4671999999999996,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.752,4.0,0.2,3.3599999999999994,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,58.112,2.0,0.2,7.264000000000002,High,0,Transaksi Menengah
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,41.28,6.0,0.2,13.932000000000002,Medium,2,Transaksi Tinggi
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,13.36,2.0,0.0,6.412800000000002,Low,2,Transaksi Tinggi
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,8.720000000000002,5.0,0.2,-1.7439999999999998,Low,1,Transaksi Rendah
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,34.504,1.0,0.2,6.038200000000001,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,10.824,3.0,0.2,2.5706999999999995,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,19.456,4.0,0.2,3.404799999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,20.7,2.0,0.0,9.936,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,32.4,5.0,0.0,15.552,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,42.6,3.0,0.0,16.614,High,0,Transaksi Menengah
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,13.0,5.0,0.2,1.3,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,13.128,3.0,0.2,3.7743000000000007,Low,0,Transaksi Menengah
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,3.96,2.0,0.0,0.0,Low,0,Transaksi Menengah
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,2.61,1.0,0.0,1.2006,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3.0,0.0,9.331200000000003,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,13.960000000000003,4.0,0.0,6.421600000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.264,6.999999999999999,0.2,11.2266,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,14.850000000000001,3.0,0.0,4.0095,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,8.82,3.0,0.0,2.3814000000000006,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,19.92,4.0,0.0,9.7608,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,7.3,2.0,0.0,2.1899999999999995,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,51.52,4.0,0.0,1.5456,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,31.152,3.0,0.2,3.504600000000001,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,20.736,4.0,0.2,7.2576,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,9.344000000000001,2.0,0.2,1.1679999999999997,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,31.2,3.0,0.2,9.750000000000002,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632000000000001,2.0,0.2,1.0177999999999996,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84,2.0,0.2,0.7299999999999993,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,45.696,3.0,0.2,5.1408,High,0,Transaksi Menengah
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,15.712,4.0,0.2,5.6956,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2.0,0.2,2.640000000000001,Low,1,Transaksi Rendah
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,40.48,2.0,0.0,15.7872,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,9.94,2.0,0.0,3.0814000000000004,Low,1,Transaksi Rendah
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,37.91,1.0,0.0,10.993900000000002,Medium,1,Transaksi Rendah
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,35.56,6.999999999999999,0.0,12.0904,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,15.24,5.0,0.2,5.1435,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,13.23,3.0,0.0,6.0858,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,17.88,3.0,0.2,2.4585000000000004,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Vallejo,California,94591,West,Office Supplies,Binders,15.423999999999998,4.0,0.2,5.0128,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,18.84,3.0,0.0,6.028800000000001,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Labels,26.25,6.999999999999999,0.0,12.6,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,6.48,1.0,0.0,3.175199999999999,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,31.56,5.0,0.2,9.8625,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Appliances,30.144,2.0,0.2,3.0144000000000006,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,14.800000000000002,4.0,0.0,6.0680000000000005,Low,1,Transaksi Rendah
Same Day,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.740000000000002,3.0,0.0,5.262599999999999,Low,0,Transaksi Menengah
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,23.76,3.0,0.2,2.079,Medium,1,Transaksi Rendah
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36,5.0,0.2,8.728500000000002,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5.0,0.2,1.7115,Low,0,Transaksi Menengah
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,61.43999999999999,3.0,0.0,16.5888,High,0,Transaksi Menengah
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9,5.0,0.0,17.505,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Technology,Accessories,27.816,3.0,0.2,4.5201,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352000000000002,3.0,0.2,4.6644000000000005,Low,0,Transaksi Menengah
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62,2.0,0.0,6.8714,Low,0,Transaksi Menengah
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44,3.0,0.0,9.331200000000003,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84,3.0,0.0,10.3152,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,33.4,5.0,0.0,16.032,Medium,0,Transaksi Menengah
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,47.36,4.0,0.2,17.76,High,2,Transaksi Tinggi
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,2.696,1.0,0.2,0.8088000000000004,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,15.072000000000001,3.0,0.2,4.144799999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Accessories,15.216000000000001,1.0,0.2,2.2823999999999995,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,24.448,4.0,0.2,8.8624,Medium,0,Transaksi Menengah
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.92,5.0,0.2,6.972000000000001,Low,1,Transaksi Rendah
First Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,9.94,2.0,0.0,3.0814000000000004,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Supplies,45.584,6.999999999999999,0.2,5.1282,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,17.568,2.0,0.2,6.368400000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,55.992,1.0,0.2,5.599200000000001,High,0,Transaksi Menengah
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3.0,0.0,10.088999999999999,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,6.3,2.0,0.0,3.024000000000001,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.936,4.0,0.2,9.4284,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,18.72,5.0,0.2,6.552000000000001,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,49.98,2.0,0.0,8.4966,High,0,Transaksi Menengah
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Labels,11.784000000000002,3.0,0.2,4.271700000000001,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,3.528,1.0,0.2,1.1465999999999994,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,4.624,1.0,0.2,1.6762000000000004,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,55.168,4.0,0.2,6.2063999999999995,High,0,Transaksi Menengah
Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,11.992000000000003,1.0,0.2,0.8994,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,2.88,1.0,0.0,1.4112000000000002,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Office Supplies,Storage,24.56,2.0,0.0,6.876799999999999,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.128,3.0,0.2,4.2666,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,22.72,4.0,0.0,10.224,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,12.390000000000002,3.0,0.0,5.699399999999999,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,11.36,2.0,0.0,5.3392,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Binders,5.64,3.0,0.0,2.7072000000000003,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,18.28,2.0,0.0,9.14,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,32.35,5.0,0.0,16.175,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,7.710000000000001,1.0,0.0,3.469500000000001,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Art,40.3,2.0,0.0,10.881,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Furniture,Furnishings,34.58,6.999999999999999,0.0,14.5236,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,32.76,6.999999999999999,0.2,3.6855,Medium,0,Transaksi Menengah
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,23.92,4.0,0.0,11.7208,Medium,2,Transaksi Tinggi
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,4.28,1.0,0.0,1.9260000000000002,Low,2,Transaksi Tinggi
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,24.0,2.0,0.2,-2.7000000000000006,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,47.984,2.0,0.2,0.5997999999999996,High,0,Transaksi Menengah
